"station_number","date","SO2","H2S","FN","NO","CO","pm10","pm25","NO2","C7H8","C8H10","C6H6"
"NL49551",2019-12-29 19:00:00,7.3,1.7,2.04,10,400.4,23.4,16.8,51.9,NA,NA,NA
"NL49551",2019-12-29 18:00:00,7.2,1.7,1.99,9,387.9,24.6,25.2,51.4,NA,NA,NA
"NL49551",2019-12-29 17:00:00,5.6,2,2.06,8.7,391.5,27.9,23.9,48.9,NA,NA,NA
"NL49551",2019-12-29 16:00:00,4.9,1.9,1.82,7.9,409,23.3,19.3,44.2,NA,NA,NA
"NL49551",2019-12-29 15:00:00,5.5,1.7,1.71,9.8,402.3,26.8,21.7,37.1,NA,NA,NA
"NL49551",2019-12-29 14:00:00,6.1,1.8,1.72,11.8,412.7,32,24.8,34.3,NA,NA,NA
"NL49551",2019-12-29 13:00:00,6.6,1.6,1.75,12.5,384.5,25.3,18.8,32.9,NA,NA,NA
"NL49551",2019-12-29 12:00:00,5.6,1.6,1.96,14.6,373.8,31.6,15.6,32.9,NA,NA,NA
"NL49551",2019-12-29 11:00:00,5,2.1,2.04,16.1,376.2,25.5,27.5,33,NA,NA,NA
"NL49551",2019-12-29 10:00:00,4.4,1.9,2.23,17.1,379.9,26.9,25.3,34.2,NA,NA,NA
"NL49551",2019-12-29 09:00:00,3.9,2.1,2.24,12.7,354.8,27.3,24.6,36.3,NA,NA,NA
"NL49551",2019-12-29 08:00:00,2.7,2.9,2.37,12.2,362.1,30.7,19.7,37.1,NA,NA,NA
"NL49551",2019-12-29 07:00:00,3.5,2.1,2.41,11.1,356.8,30.2,23.3,37.3,NA,NA,NA
"NL49551",2019-12-29 06:00:00,3.4,2.2,2.27,9.6,360.6,34.5,21.9,35.6,NA,NA,NA
"NL49551",2019-12-29 05:00:00,3.5,2.1,2.26,6.4,339.3,33.6,23.7,35.2,NA,NA,NA
"NL49551",2019-12-29 04:00:00,3.8,1.7,2.13,4.7,327.5,27.2,19.3,35.2,NA,NA,NA
"NL49551",2019-12-29 03:00:00,3.6,1.9,2.02,3,313.3,26.7,25.6,35.7,NA,NA,NA
"NL49551",2019-12-29 02:00:00,3.9,1.8,1.94,1.9,314.8,28.3,25.9,33.7,NA,NA,NA
"NL49551",2019-12-29 01:00:00,2.5,2.6,1.96,2.5,323.2,28.5,18.6,34.9,NA,NA,NA
"NL49551",2019-12-29 00:00:00,NA,NA,2.1,4.9,349.1,23.6,26.7,37.3,NA,NA,NA
"NL49551",2019-12-28 23:00:00,3.5,1.8,2.43,10.9,416,32.9,26.7,39.4,NA,NA,NA
"NL49551",2019-12-28 22:00:00,2.9,2.4,2.64,14.3,433.6,25.8,28.2,41,NA,NA,NA
"NL49551",2019-12-28 21:00:00,3.5,2.3,2.9,17.6,497.1,42.1,29.7,42.5,NA,NA,NA
"NL49551",2019-12-28 20:00:00,3.1,2.8,3.5,23.7,547.8,45.2,28,44,NA,NA,NA
"NL49551",2019-12-28 19:00:00,3.8,2.7,3.56,26.8,549.7,35.8,34,44.4,NA,NA,NA
"NL49551",2019-12-28 18:00:00,4.2,2.3,3.55,25.3,535.5,39.7,35.9,46,NA,NA,NA
"NL49551",2019-12-28 17:00:00,3.8,2.4,3.06,23.1,502.7,34.8,31.5,44.9,NA,NA,NA
"NL49551",2019-12-28 16:00:00,3.3,2.1,2.38,24.8,504.5,27.7,23.3,45.4,NA,NA,NA
"NL49551",2019-12-28 15:00:00,3.9,1.8,2.58,33.5,542.8,36.8,29.5,46.3,NA,NA,NA
"NL49551",2019-12-28 14:00:00,3.8,2.3,2.25,23.6,495.9,31.3,31.4,38,NA,NA,NA
"NL49551",2019-12-28 13:00:00,3.9,2.3,2.28,26.5,500.2,31.4,27,36.4,NA,NA,NA
"NL49551",2019-12-28 12:00:00,3.2,2.7,2.39,29.2,500.9,38.1,32.4,38.2,NA,NA,NA
"NL49551",2019-12-28 11:00:00,4.6,2.1,2.51,27.6,497.9,34.2,27.7,38.6,NA,NA,NA
"NL49551",2019-12-28 10:00:00,3.5,2.2,2.07,23.5,450.8,32,23.2,34.9,NA,NA,NA
"NL49551",2019-12-28 09:00:00,4,1.8,2.13,17.7,463.8,31.6,31.1,40.5,NA,NA,NA
"NL49551",2019-12-28 08:00:00,3.3,1.7,1.84,6.4,363.6,25.3,24.9,36.5,NA,NA,NA
"NL49551",2019-12-28 07:00:00,2.3,2.3,1.43,2.6,306.6,30.8,21.6,28.6,NA,NA,NA
"NL49551",2019-12-28 06:00:00,2.6,1.7,1.14,1.3,310.6,32.9,22.8,23.8,NA,NA,NA
"NL49551",2019-12-28 05:00:00,3.1,1.5,1.05,0.6,277.2,16.8,20.8,22.4,NA,NA,NA
"NL49551",2019-12-28 04:00:00,3,1.5,1.09,0.5,254.3,21.6,14.2,20.5,NA,NA,NA
"NL49551",2019-12-28 03:00:00,2.7,1.8,1.08,0.2,249.3,20.7,12.6,18.8,NA,NA,NA
"NL49551",2019-12-28 02:00:00,2.6,1.6,1.07,0.2,259.5,20,17.5,18.6,NA,NA,NA
"NL49551",2019-12-28 01:00:00,3.2,1.6,1.11,0.3,262,19.4,17.6,21,NA,NA,NA
"NL49551",2019-12-28 00:00:00,2.6,1.8,1.31,1.4,281.9,22.5,18.6,30.8,NA,NA,NA
"NL49551",2019-12-27 23:00:00,2.9,2,1.66,2.6,284.5,28.8,19.2,34.5,NA,NA,NA
"NL49551",2019-12-27 22:00:00,2.8,2,1.45,1.8,290.2,22.7,18.2,30.1,NA,NA,NA
"NL49551",2019-12-27 21:00:00,2.9,1.7,1.47,1.3,298.4,25.6,21.3,29.1,NA,NA,NA
"NL49551",2019-12-27 20:00:00,2.6,1.9,1.63,2,272.2,26.4,14.1,33.7,NA,NA,NA
"NL49551",2019-12-27 19:00:00,3.7,1.4,1.63,4.7,311,20.3,12.1,46,NA,NA,NA
"NL49551",2019-12-27 18:00:00,2.7,1.7,1.34,3.1,270.8,17.2,10.8,47,NA,NA,NA
"NL49551",2019-12-27 17:00:00,2.9,1.7,1,2.9,229.5,8.9,10.2,42.4,NA,NA,NA
"NL49551",2019-12-27 16:00:00,3.4,1.6,1.09,7.4,233.7,16.4,7.9,45.6,NA,NA,NA
"NL49551",2019-12-27 15:00:00,2.4,2.1,0.63,4,174.3,6.8,5.6,26.7,NA,NA,NA
"NL49551",2019-12-27 14:00:00,2.8,1.5,0.62,4.3,175.8,10.6,7.6,22.1,NA,NA,NA
"NL49551",2019-12-27 13:00:00,3.8,1.4,0.51,4.1,172.8,11.6,9.7,17.2,NA,NA,NA
"NL49551",2019-12-27 12:00:00,3.9,1.6,0.57,5.4,190,11.5,9.3,19.6,NA,NA,NA
"NL49551",2019-12-27 11:00:00,3.6,1.8,0.65,6.5,178.8,17.4,11.6,21.1,NA,NA,NA
"NL49551",2019-12-27 10:00:00,NA,NA,0.87,7.2,191.7,17.8,13.1,20.6,NA,NA,NA
"NL49551",2019-12-27 09:00:00,NA,NA,0.72,4.7,188.9,17.6,12.7,17,NA,NA,NA
"NL49551",2019-12-27 08:00:00,2.4,1.6,0.85,3.1,204.8,19.7,12.3,19.5,NA,NA,NA
"NL49551",2019-12-27 07:00:00,2.1,1.7,0.93,3.7,219.7,20.6,17.9,22.8,NA,NA,NA
"NL49551",2019-12-27 06:00:00,2.2,2.1,0.87,1.7,219.2,18.3,17.6,19.2,NA,NA,NA
"NL49551",2019-12-27 05:00:00,2.7,1.7,1,7,243.3,18.7,13.3,23.7,NA,NA,NA
"NL49551",2019-12-27 04:00:00,2.3,2.1,0.93,0.8,273.6,29.1,22.6,18.5,NA,NA,NA
"NL49551",2019-12-27 03:00:00,2.4,1.9,1.05,1.6,291.4,24.7,12,22,NA,NA,NA
"NL49551",2019-12-27 02:00:00,3.1,1.2,0.9,1.2,294.4,22.2,13.4,22.6,NA,NA,NA
"NL49551",2019-12-27 01:00:00,2.4,1.6,0.68,0.1,218.7,15.2,12.6,15.9,NA,NA,NA
"NL49551",2019-12-27 00:00:00,3,1.4,0.82,0.2,226.8,12,13.3,22.9,NA,NA,NA
"NL49551",2019-12-26 23:00:00,2.4,1.7,0.77,0,233.2,15.4,11.4,14.7,NA,NA,NA
"NL49551",2019-12-26 22:00:00,NA,NA,0.94,0.1,233.1,19.6,8,15.7,NA,NA,NA
"NL49551",2019-12-26 21:00:00,2.7,1.3,0.9,0.3,237.7,21.2,17.3,16.5,NA,NA,NA
"NL49551",2019-12-26 20:00:00,2.5,1.6,1.08,0.2,251.4,11.9,12.3,19.7,NA,NA,NA
"NL49551",2019-12-26 19:00:00,3,1.4,1.29,0.5,290.6,19.9,11.7,23.7,NA,NA,NA
"NL49551",2019-12-26 18:00:00,3.5,1.7,1.32,0.9,323.7,20.7,17.1,31.6,NA,NA,NA
"NL49551",2019-12-26 17:00:00,3.4,1.5,1.18,1.1,303.3,13.6,16,24.9,NA,NA,NA
"NL49551",2019-12-26 16:00:00,3.3,1.6,1.2,1.3,287.9,23,10.9,27.8,NA,NA,NA
"NL49551",2019-12-26 15:00:00,3.4,1.5,1.17,1.7,287.6,22.5,11.2,30.7,NA,NA,NA
"NL49551",2019-12-26 14:00:00,2.9,1.8,1.09,2,261,20.2,18.6,29.4,NA,NA,NA
"NL49551",2019-12-26 13:00:00,3.3,1.3,0.81,3.3,305.2,21.6,12.7,26,NA,NA,NA
"NL49551",2019-12-26 12:00:00,3,1.4,0.88,4.7,314.1,21.3,13.2,29,NA,NA,NA
"NL49551",2019-12-26 11:00:00,2.7,1.6,1.09,6.8,294.5,23.6,18.5,32,NA,NA,NA
"NL49551",2019-12-26 10:00:00,2.8,1.1,1.06,5.5,314.6,20.5,18.7,31.5,NA,NA,NA
"NL49551",2019-12-26 09:00:00,2.6,1.4,1.07,2.3,271.5,12.9,6.2,32.2,NA,NA,NA
"NL49551",2019-12-26 08:00:00,3.5,1.3,0.67,0.6,251.5,13.9,7.6,25.3,NA,NA,NA
"NL49551",2019-12-26 07:00:00,3,1.3,0.68,0.5,261.1,14.3,9.7,24.5,NA,NA,NA
"NL49551",2019-12-26 06:00:00,1.7,1.7,0.49,0.3,236.8,16.7,3,16.3,NA,NA,NA
"NL49551",2019-12-26 05:00:00,2.6,1.2,0.33,0.2,207.2,11.4,0.5,10.9,NA,NA,NA
"NL49551",2019-12-26 04:00:00,2.6,0.9,0.27,0,194.8,15.5,3.4,7.7,NA,NA,NA
"NL49551",2019-12-26 03:00:00,2.6,1.2,0.18,-0.2,196.6,11.2,-1.8,5.8,NA,NA,NA
"NL49551",2019-12-26 02:00:00,2.9,1,0.16,-0.2,190.9,7.7,-2.4,6.1,NA,NA,NA
"NL49551",2019-12-26 01:00:00,3.2,0.7,0.21,0,184.9,10.1,3,9.3,NA,NA,NA
"NL49551",2019-12-26 00:00:00,2.9,1.2,0.63,0.9,212.8,10,0.9,28.6,NA,NA,NA
"NL49551",2019-12-25 23:00:00,3.7,0.9,0.12,0.2,189.5,8.1,-3,5.1,NA,NA,NA
"NL49551",2019-12-25 22:00:00,4.1,1.1,0.18,0.9,186.2,7.9,0.9,4.2,NA,NA,NA
"NL49551",2019-12-25 21:00:00,4,1.3,0.2,1.9,191.4,5.8,5.3,11.5,NA,NA,NA
"NL49551",2019-12-25 20:00:00,5.5,1.4,3.03,27.9,274.5,18.5,5.5,69.7,NA,NA,NA
"NL49551",2019-12-25 19:00:00,3.2,1.4,0.37,1.7,197,11.5,5.3,14.1,NA,NA,NA
"NL49551",2019-12-25 18:00:00,4.4,1.4,0.38,2.8,211.8,13.6,2.3,13.4,NA,NA,NA
"NL49551",2019-12-25 17:00:00,8.7,0.9,0.18,2.2,181.7,12.6,4,4.9,NA,NA,NA
"NL49551",2019-12-25 16:00:00,11.8,3,0.29,4.5,200.5,10.3,5.3,17.5,NA,NA,NA
"NL49551",2019-12-25 15:00:00,11.4,1.8,0.26,3.5,190.9,15.9,3.9,11.8,NA,NA,NA
"NL49551",2019-12-25 14:00:00,9.7,1.4,0.2,3.8,195.5,12.1,7,11.7,NA,NA,NA
"NL49551",2019-12-25 13:00:00,22.4,1.9,0.22,9.4,202.8,16.7,5.8,18.5,NA,NA,NA
"NL49551",2019-12-25 12:00:00,20.4,1.8,0.29,5,183.3,11.1,4.3,12.1,NA,NA,NA
"NL49551",2019-12-25 11:00:00,20,4.6,0.42,6.4,227.3,19.3,5.9,17.2,NA,NA,NA
"NL49551",2019-12-25 10:00:00,19.3,3.8,0.31,1.9,175.6,19.7,5.8,10,NA,NA,NA
"NL49551",2019-12-25 09:00:00,13,1.1,0.56,10.3,186.3,16.3,8.2,21.3,NA,NA,NA
"NL49551",2019-12-25 08:00:00,27.4,3.5,0.45,21.6,263.2,25.6,10.5,40.8,NA,NA,NA
"NL49551",2019-12-25 07:00:00,15.4,5.2,0.69,20.3,375.1,19.7,6.9,34.3,NA,NA,NA
"NL49551",2019-12-25 06:00:00,14.7,6.2,0.51,14.5,260,24,6.9,29,NA,NA,NA
"NL49551",2019-12-25 05:00:00,14.1,3.9,0.72,37.8,405.9,26.9,6.8,41.4,NA,NA,NA
"NL49551",2019-12-25 04:00:00,3.1,0.9,0.24,0.3,188.9,11.5,6,6.4,NA,NA,NA
"NL49551",2019-12-25 03:00:00,2.8,1.4,0.73,2.9,196.1,12.2,6.4,23.7,NA,NA,NA
"NL49551",2019-12-25 02:00:00,2.5,1.2,0.67,1.7,194,13.9,4.7,16.1,NA,NA,NA
"NL49551",2019-12-25 01:00:00,2.9,1.2,0.44,2,186.1,15.3,6.4,20,NA,NA,NA
"NL49551",2019-12-25 00:00:00,2.2,1.6,0.33,0.8,185.7,18.2,10.4,11.5,NA,NA,NA
"NL49551",2019-12-24 23:00:00,3.8,1.3,1.53,8.7,191.7,30.8,13.9,41.2,NA,NA,NA
"NL49551",2019-12-24 22:00:00,4.2,1.4,1.93,16.3,197.1,28.6,14.2,55.6,NA,NA,NA
"NL49551",2019-12-24 21:00:00,4.2,1.3,1.65,10.3,194,32.2,14,49.2,NA,NA,NA
"NL49551",2019-12-24 20:00:00,NA,NA,1.53,10.4,206.6,25.1,7.9,51.7,NA,NA,NA
"NL49551",2019-12-24 19:00:00,3.8,1.2,1.39,8.1,188.9,25.8,2.7,48.4,NA,NA,NA
"NL49551",2019-12-24 18:00:00,NA,1.2,NA,NA,NA,18,NA,NA,NA,NA,NA
"NL49551",2020-01-03 09:00:00,2.9,1.3,0.36,0.7,151.7,NA,7.9,11.4,NA,NA,NA
"NL49551",2020-01-03 08:00:00,3,1.3,0.36,0.7,152.9,NA,7.5,10.4,NA,NA,NA
"NL49551",2020-01-03 07:00:00,3,1.7,0.38,0.6,154.1,NA,10.1,11,NA,NA,NA
"NL49551",2020-01-03 06:00:00,3.2,1.2,0.37,0.5,152,NA,6.2,8.4,NA,NA,NA
"NL49551",2020-01-03 05:00:00,3.3,1.2,0.4,0.1,151.3,NA,2.5,8.4,NA,NA,NA
"NL49551",2020-01-03 04:00:00,3.7,1.1,0.41,0.3,149.8,NA,8.3,8.4,NA,NA,NA
"NL49551",2020-01-03 03:00:00,3.4,1.2,0.42,0.1,155.1,NA,NA,7.4,NA,NA,NA
"NL49551",2020-01-03 02:00:00,4,1.1,0.54,0,174.3,NA,7.1,8,NA,NA,NA
"NL49551",2020-01-03 01:00:00,3.7,1.2,0.6,0.1,188.5,NA,6.7,10.6,NA,NA,NA
"NL49551",2020-01-03 00:00:00,4,1.2,0.75,0.1,216.2,NA,8.7,14.5,NA,NA,NA
"NL49551",2020-01-02 23:00:00,3.8,1.4,0.81,0.2,236.6,NA,9.9,16.8,NA,NA,NA
"NL49551",2020-01-02 22:00:00,3.5,1.4,0.85,0.4,258.6,NA,10.2,20,NA,NA,NA
"NL49551",2020-01-02 21:00:00,3.7,1.5,0.83,0.4,269.7,NA,NA,21.4,NA,NA,NA
"NL49551",2020-01-02 20:00:00,3.6,1.5,0.76,0.8,276.5,NA,10,21.3,NA,NA,NA
"NL49551",2020-01-02 19:00:00,3.7,1.4,0.81,1.1,295,NA,12.6,23.9,NA,NA,NA
"NL49551",2020-01-02 18:00:00,3.1,1.7,0.87,1.6,303.5,NA,15.3,25.3,NA,NA,NA
"NL49551",2020-01-02 17:00:00,3.1,2.1,0.91,2.1,316.1,NA,14.9,27.5,NA,NA,NA
"NL49551",2020-01-02 16:00:00,3.4,1.8,1.25,7.1,355.1,NA,NA,34.4,NA,NA,NA
"NL49551",2020-01-02 15:00:00,3.2,1.5,1.36,11.8,359.7,NA,27,33.1,NA,NA,NA
"NL49551",2020-01-02 14:00:00,3.6,1.5,1.34,11.5,347,NA,29.2,31.2,NA,NA,NA
"NL49551",2020-01-02 13:00:00,3.9,1.1,1.34,11.2,347.9,NA,NA,29,NA,NA,NA
"NL49551",2020-01-02 12:00:00,3.2,1.5,1.31,9.5,345.6,NA,25.6,28.3,NA,NA,NA
"NL49551",2020-01-02 11:00:00,3.6,1.9,0.95,5.4,328,NA,19.3,26.1,NA,NA,NA
"NL49551",2020-01-02 10:00:00,3.9,1.2,0.78,5,325.9,NA,13.8,27.5,NA,NA,NA
"NL49551",2020-01-02 09:00:00,3.5,1.5,0.69,2.9,292,NA,11.1,28.5,NA,NA,NA
"NL49551",2020-01-02 08:00:00,3.5,1.6,0.55,1.8,288.4,NA,8.9,21.3,NA,NA,NA
"NL49551",2020-01-02 07:00:00,2.7,1.8,0.46,1.1,265.4,NA,17.9,16.8,NA,NA,NA
"NL49551",2020-01-02 06:00:00,2.9,1.6,0.49,0.7,233,NA,11.2,13.7,NA,NA,NA
"NL49551",2020-01-02 05:00:00,3.2,1.5,0.51,0.3,240.8,NA,14,13.5,NA,NA,NA
"NL49551",2020-01-02 04:00:00,NA,NA,0.56,0.2,236.4,NA,17.7,14.3,NA,NA,NA
"NL49551",2020-01-02 03:00:00,2.7,1.8,0.84,0.4,260.8,NA,16.8,18.1,NA,NA,NA
"NL49551",2020-01-02 02:00:00,2.9,1.6,1.14,0.3,267.3,NA,31.1,20.7,NA,NA,NA
"NL49551",2020-01-02 01:00:00,3.6,1.3,1.44,0.3,282.1,NA,35.4,20.7,NA,NA,NA
"NL49551",2020-01-02 00:00:00,3.7,1.3,1.49,0.6,276.9,NA,42,20.6,NA,NA,NA
"NL49551",2020-01-01 23:00:00,4.4,1.2,1.42,0.8,303.8,NA,31.8,24.8,NA,NA,NA
"NL49551",2020-01-01 22:00:00,3.9,1.5,1.29,1.3,337.6,NA,34.7,26.5,NA,NA,NA
"NL49551",2020-01-01 21:00:00,3.9,1.8,1.23,1.4,261.7,NA,35.5,33.1,NA,NA,NA
"NL49551",2020-01-01 20:00:00,4.3,1.4,1.3,1.8,268,NA,44.3,36.6,NA,NA,NA
"NL49551",2020-01-01 19:00:00,4,1.3,1.27,1.4,280.4,NA,39,30.7,NA,NA,NA
"NL49551",2020-01-01 18:00:00,3.2,1.4,1.67,1.6,325.8,NA,37.7,27.2,NA,NA,NA
"NL49551",2020-01-01 17:00:00,3,1.4,1.53,1.7,303.9,NA,35.2,24.8,NA,NA,NA
"NL49551",2020-01-01 16:00:00,3.7,1,1.36,2.3,302.1,NA,35,27.4,NA,NA,NA
"NL49551",2020-01-01 15:00:00,3.3,1.4,1.66,3.1,310.5,NA,36.6,23.9,NA,NA,NA
"NL49551",2020-01-01 14:00:00,3.7,1.5,2.68,3.4,347.5,NA,38.3,23,NA,NA,NA
"NL49551",2020-01-01 13:00:00,3.2,1.8,2.14,3.7,313.5,NA,46.5,19.8,NA,NA,NA
"NL49551",2020-01-01 12:00:00,3.4,2,2.49,4.3,334.5,NA,59.1,21.4,NA,NA,NA
"NL49551",2020-01-01 11:00:00,3.8,1.5,3.16,5.2,399.9,NA,75.3,25.1,NA,NA,NA
"NL49551",2020-01-01 10:00:00,3,1.9,2.96,4.7,376.8,NA,72.3,28.1,NA,NA,NA
"NL49551",2020-01-01 09:00:00,4.2,1.2,2.27,3,362.9,NA,53.1,31.8,NA,NA,NA
"NL49551",2020-01-01 08:00:00,3.4,1.4,2.14,0.6,331.2,NA,68.5,27.7,NA,NA,NA
"NL49551",2020-01-01 07:00:00,3.6,1.4,2.34,0.5,317.3,NA,71.6,25.8,NA,NA,NA
"NL49551",2020-01-01 06:00:00,3.2,2.2,3.19,0.7,339.6,NA,100.3,24,NA,NA,NA
"NL49551",2020-01-01 05:00:00,3.9,2,3.9,0.6,389.8,NA,134.6,27.8,NA,NA,NA
"NL49551",2020-01-01 04:00:00,4.6,1.8,3.55,0.4,379.2,NA,158.3,26.3,NA,NA,NA
"NL49551",2020-01-01 03:00:00,5.3,1.5,2.88,0.6,378.8,NA,125.5,22.9,NA,NA,NA
"NL49551",2020-01-01 02:00:00,5.7,1.9,3.31,0.5,366.9,NA,134.8,23.9,NA,NA,NA
"NL49551",2020-01-01 01:00:00,5.8,1.7,2.9,0.6,291.6,NA,84.6,16.4,NA,NA,NA
"NL49551",2020-01-01 00:00:00,8.9,3,5.76,9.8,299.7,NA,624.1,35.2,NA,NA,NA
"NL49551",2019-12-31 23:00:00,4.7,1.7,6.94,1.6,353.6,75.3,76.4,32.5,NA,NA,NA
"NL49551",2019-12-31 22:00:00,5.2,1.9,9.36,4.9,495.9,123.2,116.2,46.6,NA,NA,NA
"NL49551",2019-12-31 21:00:00,5.9,1.8,8.73,13.4,537.7,107.1,103.5,52,NA,NA,NA
"NL49551",2019-12-31 20:00:00,7.6,3,10.42,31.7,761.4,252.1,224.1,72.9,NA,NA,NA
"NL49551",2019-12-31 19:00:00,6.6,2.3,8.24,18.8,666.5,222,186.4,73.2,NA,NA,NA
"NL49551",2019-12-31 18:00:00,5.6,2,6.4,30.6,509.6,166,153.9,77.6,NA,NA,NA
"NL49551",2019-12-31 17:00:00,3.9,1.4,3.89,8.6,542.4,57.5,41.7,69.3,NA,NA,NA
"NL49551",2019-12-31 16:00:00,2.8,1.6,1.15,2.4,262.4,26.9,3.8,50.7,NA,NA,NA
"NL49551",2019-12-31 15:00:00,3.3,1.6,0.87,8.2,201,24.5,5,46.5,NA,NA,NA
"NL49551",2019-12-31 14:00:00,4,1,0.4,3.3,145.3,21.3,8.5,16.5,NA,NA,NA
"NL49551",2019-12-31 13:00:00,5.8,0.8,0.83,14.1,168.3,27.6,8.8,34.1,NA,NA,NA
"NL49551",2019-12-31 12:00:00,5.7,1,1.02,6.8,201.7,32,6.2,33.5,NA,NA,NA
"NL49551",2019-12-31 11:00:00,5.9,1.6,1.03,8.1,186.5,17.9,8.4,37.6,NA,NA,NA
"NL49551",2019-12-31 10:00:00,8,1.9,0.9,17.4,196.1,17.4,7.6,48.9,NA,NA,NA
"NL49551",2019-12-31 09:00:00,11.5,2.4,0.76,6.9,235.3,20.2,5.4,31.1,NA,NA,NA
"NL49551",2019-12-31 08:00:00,19,3.2,1.71,16.1,341,24,6.1,52.6,NA,NA,NA
"NL49551",2019-12-31 07:00:00,NA,NA,0.76,3.5,204.4,26.2,6.1,35.1,NA,NA,NA
"NL49551",2019-12-31 06:00:00,NA,NA,0.29,2.1,148.5,13.7,8.8,13.1,NA,NA,NA
"NL49551",2019-12-31 05:00:00,9.7,1.2,0.24,0.6,133.3,21.4,11,10.6,NA,NA,NA
"NL49551",2019-12-31 04:00:00,19.8,6.3,1.22,24.2,620.9,40.9,20.1,31.3,NA,NA,NA
"NL49551",2019-12-31 03:00:00,3.7,1.9,0.83,1.1,152.1,24.3,10.9,14.1,NA,NA,NA
"NL49551",2019-12-31 02:00:00,NA,NA,0.75,3.2,151.6,22.5,9.1,15.4,NA,NA,NA
"NL49551",2019-12-31 01:00:00,3.7,1,1.05,5,163.9,26.4,7.1,21.4,NA,NA,NA
"NL49551",2019-12-31 00:00:00,2.5,1.8,0.77,1.2,173.2,22.6,9,17.3,NA,NA,NA
"NL49551",2019-12-30 23:00:00,3.6,1,1.08,6,224.6,24.1,13,31.2,NA,NA,NA
"NL49551",2019-12-30 22:00:00,4.5,1.3,1.51,12.1,229.9,28.9,15.3,37.2,NA,NA,NA
"NL49551",2019-12-30 21:00:00,3.5,1.2,1.93,18.5,235.4,31.9,15,42.2,NA,NA,NA
"NL49551",2019-12-30 20:00:00,3.5,1.3,1.79,4.2,293.7,36.3,18.6,33.5,NA,NA,NA
"NL49551",2019-12-30 19:00:00,3.8,1.7,1.99,1.9,313.8,37.6,27.5,30.6,NA,NA,NA
"NL49551",2019-12-30 18:00:00,3.4,1.9,1.69,1.6,319.1,35.2,26.3,32.6,NA,NA,NA
"NL49551",2019-12-30 17:00:00,4,1.6,1.55,1.5,318,26.6,16.1,38.2,NA,NA,NA
"NL49551",2019-12-30 16:00:00,4.5,1.8,1.5,4.3,341.5,33.1,18.1,40.5,NA,NA,NA
"NL49551",2019-12-30 15:00:00,4,1.8,1.57,7.5,341,28.1,16.8,34.2,NA,NA,NA
"NL49551",2019-12-30 14:00:00,4.6,1.9,1.56,10.4,335.1,31.4,17.7,30.9,NA,NA,NA
"NL49551",2019-12-30 13:00:00,5.5,1.3,1.41,11.7,320.5,40.5,18.9,28.3,NA,NA,NA
"NL49551",2019-12-30 12:00:00,4.8,1.7,1.39,11.3,314.4,42,21.9,26.1,NA,NA,NA
"NL49551",2019-12-30 11:00:00,4.7,1.9,1.31,10.2,319.2,38,23.4,25.5,NA,NA,NA
"NL49551",2019-12-30 10:00:00,5.6,1.7,1.35,10.5,313.1,31.2,14.4,30,NA,NA,NA
"NL49551",2019-12-30 09:00:00,4.8,1.4,1.2,6.2,302.6,27.8,13.4,34.1,NA,NA,NA
"NL49551",2019-12-30 08:00:00,4.8,1.3,1.12,2.6,289.5,22.9,19.6,31.6,NA,NA,NA
"NL49551",2019-12-30 07:00:00,4.2,1.6,1.06,2.3,265.3,25.5,15.4,30.9,NA,NA,NA
"NL49551",2019-12-30 06:00:00,4,2.2,1,1.1,257.1,26.5,16.6,27.6,NA,NA,NA
"NL49551",2019-12-30 05:00:00,5.2,1.6,1,0.9,244.1,23.9,13.3,24.9,NA,NA,NA
"NL49551",2019-12-30 04:00:00,5,1.8,0.93,0,241.3,29.3,12.6,22.9,NA,NA,NA
"NL49551",2019-12-30 03:00:00,6.1,2,1.03,0,249.3,28.2,10.8,25.7,NA,NA,NA
"NL49551",2019-12-30 02:00:00,8.2,1.5,1.41,0.2,306.8,23.5,23,34.2,NA,NA,NA
"NL49551",2019-12-30 01:00:00,7.9,1.8,1.7,0.4,386.7,21.4,12.1,43.5,NA,NA,NA
"NL49551",2020-01-13 00:00:00,2.7,1.3,0.55,0.6,109.5,NA,5.6,22.8,NA,NA,NA
"NL49551",2020-01-12 23:00:00,2.9,1.2,0.57,0.7,136.1,NA,7.9,19.9,NA,NA,NA
"NL49551",2020-01-12 22:00:00,2.7,1.4,0.73,1.6,117.9,NA,3.6,32.4,NA,NA,NA
"NL49551",2020-01-12 21:00:00,3,1,0.29,0.6,105.5,NA,4.9,18,NA,NA,NA
"NL49551",2020-01-12 20:00:00,2.2,1.3,0.43,1.1,112.3,NA,5.9,18.2,NA,NA,NA
"NL49551",2020-01-12 19:00:00,2.7,0.9,0.21,1.6,109,NA,4.3,14.7,NA,NA,NA
"NL49551",2020-01-12 18:00:00,2.1,1.2,0.15,1.6,112.1,NA,5.7,8.6,NA,NA,NA
"NL49551",2020-01-12 17:00:00,2.1,1.4,0.24,0.8,108.4,NA,7.6,11.7,NA,NA,NA
"NL49551",2020-01-12 16:00:00,2.4,1.3,0.29,1.4,126.5,NA,9.2,15.6,NA,NA,NA
"NL49551",2020-01-12 15:00:00,2.4,1.2,0.24,0.7,115.9,NA,9.8,9.9,NA,NA,NA
"NL49551",2020-01-12 14:00:00,NA,NA,0.22,0.8,122.6,NA,10.6,8.5,NA,NA,NA
"NL49551",2020-01-12 13:00:00,2,1.2,0.25,0.4,137,NA,7.9,6,NA,NA,NA
