"station_number","date","NO2","pm25","pm10","NO","FN","CO","O3","C8H10","C7H8","C6H6","SO2","H2S"
"NL49701",2020-02-14 06:00:00,12.6,2.5,13.3,-0.3,0.17,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-14 05:00:00,6.4,1.3,13.6,-0.2,0.09,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-14 04:00:00,6,1.6,10.5,-0.4,0.08,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-14 03:00:00,4.5,1.6,8.3,-0.4,0.05,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-14 02:00:00,8.4,3.8,10.9,-0.2,0.13,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-14 01:00:00,10.7,6.9,13.1,0.2,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-14 00:00:00,13.1,5,18.8,0.2,0.36,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 23:00:00,11,3.4,16.9,0.2,0.28,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 22:00:00,12.2,0.5,18.8,0.1,0.31,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 21:00:00,14.1,-0.7,18.3,0.1,0.28,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 20:00:00,16.1,0.9,12.9,0.2,0.34,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 19:00:00,20.5,1.1,12,0.6,0.52,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 18:00:00,25.5,4.2,9.1,0.8,0.5,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 17:00:00,29,7.1,7.2,0.2,0.47,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 16:00:00,35.8,6.3,9.3,1.2,0.56,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 15:00:00,37.6,6.5,10.3,4.2,0.62,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 14:00:00,23.5,4.3,11,3.3,0.48,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 13:00:00,29,2.5,10.9,4.7,0.61,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 12:00:00,25.2,5.3,7.6,2,0.57,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 11:00:00,21.2,8.4,4.2,1.2,0.44,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 10:00:00,25.3,7.1,3.6,1.2,0.43,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 09:00:00,25.8,4.2,9.3,1.4,0.46,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 08:00:00,28.4,7.1,14.4,1.2,0.71,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 07:00:00,29.5,10.2,14.8,1.5,0.72,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 06:00:00,24.9,10.4,13.6,0.7,0.69,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 05:00:00,24.1,10.4,12.1,0.6,0.68,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 04:00:00,29.2,17.5,20.3,0.5,0.74,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 03:00:00,30.1,7.5,16.1,0.5,0.61,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 02:00:00,30.6,9.9,21.1,0.4,0.62,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 01:00:00,40.2,10.3,18.8,0.6,0.73,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-13 00:00:00,47.1,10.2,19.3,0.9,0.71,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 23:00:00,33.4,11,16.9,0.9,0.71,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 22:00:00,12.2,7.8,14.4,0.9,1.46,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 21:00:00,22.5,7.2,14.2,1.3,0.79,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 20:00:00,8.5,8.7,11.2,0.4,0.23,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 19:00:00,8.1,5.7,10.9,0.3,0.21,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 18:00:00,7.3,2,12,0.7,0.26,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 17:00:00,6.7,5,10.1,0.3,0.18,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 16:00:00,5.5,8.4,11,0.2,0.13,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 15:00:00,4.8,8.3,12.9,0.6,0.12,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 14:00:00,4.7,9,16.2,0.9,0.12,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 13:00:00,3.6,8.2,11.2,0.7,0.09,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 12:00:00,3.7,7.4,15.9,0.7,0.09,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 11:00:00,3.8,6.4,17.6,0.8,0.1,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 10:00:00,3.4,4.7,18,0.6,0.09,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 09:00:00,3.5,6.7,13.3,0.5,0.1,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 08:00:00,3.9,10.2,12.7,0.1,0.1,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 07:00:00,3.4,8.4,12.7,0.8,0.11,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 06:00:00,2.9,7.2,12.3,0.1,0.09,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 05:00:00,2.1,7.4,16.4,-0.2,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 04:00:00,2,6.9,17.3,-0.2,0.08,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 03:00:00,1.4,9.5,11.9,0,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 02:00:00,1.1,10.3,12.4,0.2,0.06,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 01:00:00,1.3,6.9,11.9,0.2,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-12 00:00:00,1.4,7,19.3,0.1,0.09,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 23:00:00,1.6,5.9,11.7,-0.2,0.08,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 22:00:00,1.5,5.8,12.6,0.4,0.08,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 21:00:00,2.5,8,13.2,0,0.14,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 20:00:00,2.5,7,13.1,0.4,0.13,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 19:00:00,3.2,7.4,13.6,0,0.2,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 18:00:00,3.6,9.5,12.8,0.2,0.1,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 17:00:00,3.5,8.3,11.9,0.4,0.13,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 16:00:00,3.1,5.6,16.4,0.5,0.28,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 15:00:00,3.3,6.4,14.4,0.3,0.09,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 14:00:00,3.2,5.9,14.3,0.7,0.08,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 13:00:00,3.1,6.7,15.4,0.6,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 12:00:00,3.2,8.8,17.9,0.8,0.06,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 11:00:00,2.6,9.3,12.8,0.7,0.05,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 10:00:00,2.3,7,16.8,0.6,0.06,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 09:00:00,2.7,6.1,16.7,0.8,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 08:00:00,2.8,5.5,13.7,0.7,0.08,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 07:00:00,2.7,3.3,18.4,0.6,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 06:00:00,2.2,3,18.2,0.3,0.06,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 05:00:00,2,3.5,19.2,0.7,0.06,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 04:00:00,1.3,5.4,14.1,0.2,0.06,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 03:00:00,1.1,4.2,16.4,0.4,0.06,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 02:00:00,1.5,1.8,19,0.3,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 01:00:00,1.5,2,8.7,0.2,0.06,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-11 00:00:00,1.4,2.8,6.6,0.3,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 23:00:00,1.9,3,6.9,0.1,0.06,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 22:00:00,2.8,2.7,8.8,0.3,0.04,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 21:00:00,5,3.8,11.2,0.2,0.12,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 20:00:00,7.1,6.9,11.4,0.1,0.19,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 19:00:00,7.3,7,16.4,0.7,0.26,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 18:00:00,12.7,6.7,5.8,0.8,0.29,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 17:00:00,13.3,11.4,17.1,0.7,0.31,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 16:00:00,11.9,13.8,26.2,1.1,0.52,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 15:00:00,10.6,13.4,29.2,1.3,0.43,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 14:00:00,6.6,10.2,25.3,1.1,0.13,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 13:00:00,4.6,6.5,16.1,1.4,0.08,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 12:00:00,3.2,6.2,15.9,0.9,0.06,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 11:00:00,2.6,7.5,13.4,0.6,0.05,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 10:00:00,2.5,7.9,12.2,0.6,0.04,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 09:00:00,2.2,4.2,11.9,0.3,0.04,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 08:00:00,2.8,2.3,11.1,0.3,0.04,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 07:00:00,3.2,1.9,9.5,0.7,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 06:00:00,2.7,2.7,9.8,0.2,0.04,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 05:00:00,3.3,9.3,17.2,0.1,0.05,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 04:00:00,3.8,14.3,24.6,0.4,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 03:00:00,4.2,13.7,23,0.4,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 02:00:00,4.9,14,24.9,0.4,0.09,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-10 01:00:00,5.5,15.2,25.4,0.4,0.12,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-24 00:00:00,5.5,11.2,19.1,0.2,0.18,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 23:00:00,3.6,10.3,20.4,0,0.1,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 22:00:00,4.8,8.8,24,0.2,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 21:00:00,2.9,5.6,12.2,0,0.11,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 20:00:00,2.6,0.5,8.9,-0.2,0.11,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 19:00:00,4.8,-4.4,10.7,0,0.13,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 18:00:00,4,-4.1,13.8,0,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 17:00:00,3.2,0,15.8,0.2,0.1,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 16:00:00,6.8,3.5,15.4,0,0.11,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 15:00:00,5.7,4.2,8.9,0.4,0.08,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 14:00:00,9,7.5,13.6,0.5,0.17,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 13:00:00,6.6,11.3,13.8,0.1,0.14,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 12:00:00,5.4,8.4,12.7,0,0.21,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 11:00:00,5.6,4.8,19.9,-0.2,0.08,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 10:00:00,6.2,2.8,13.2,-0.3,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 09:00:00,16.3,4.2,9.1,0.2,0.25,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 08:00:00,27.4,5.8,6.9,-0.3,0.51,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 07:00:00,5.4,6.2,7.1,-0.5,0.09,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 06:00:00,8.8,9.3,7.2,-0.2,0.18,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 05:00:00,4.7,7.1,8.7,-0.2,0.07,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 04:00:00,4.6,2.9,12.2,-0.4,0.09,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 03:00:00,7.3,8.2,13.9,-0.4,0.13,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 02:00:00,11.3,13.3,29.1,-0.3,0.21,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 01:00:00,6.7,11.7,22.7,-0.5,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-23 00:00:00,7,6.1,15.6,-0.4,0.18,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 23:00:00,5.5,3.9,11.1,-0.3,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 22:00:00,5.6,7.5,14,-0.3,0.27,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 21:00:00,7.6,9.9,18.6,-0.4,0.22,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 20:00:00,7.2,11.1,23.1,-0.2,0.25,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 19:00:00,13.7,9.6,22.8,-0.3,0.26,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 18:00:00,13.3,7.8,25.3,-0.3,0.37,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 17:00:00,14.6,6.1,20.5,-0.3,0.6,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 16:00:00,10.9,6.8,20.7,-0.2,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 15:00:00,9.5,10.3,23.6,0.1,0.14,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 14:00:00,9.8,12.7,27.2,0.4,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 13:00:00,8.2,13,23.5,0.7,0.18,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 12:00:00,7.8,11,27.7,0.3,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 11:00:00,8,11.6,24.5,0.1,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 10:00:00,8.3,12.2,26.7,-0.1,0.18,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 09:00:00,9.7,11.4,22.9,0.2,0.2,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 08:00:00,8.8,11.6,23.6,0,0.22,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 07:00:00,9.3,10.2,21.1,0,0.22,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 06:00:00,9.4,8.9,19.8,-0.2,0.22,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 05:00:00,9.1,12.1,19.8,-0.4,0.2,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 04:00:00,8.1,14.9,21.2,-0.4,0.19,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 03:00:00,7.1,14.2,25.9,-0.1,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 02:00:00,10.7,13.2,19.3,0,0.21,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 01:00:00,8.7,19.6,23.9,-0.4,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-22 00:00:00,10.7,13.5,26.6,-0.2,0.18,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 23:00:00,9.6,11.4,20.2,-0.3,0.18,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 22:00:00,10.8,9.7,23.3,-0.2,0.21,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 21:00:00,11.8,10.4,22.5,-0.2,0.29,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 20:00:00,10.9,11.1,22.2,-0.1,0.24,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 19:00:00,10.8,10.9,19.3,-0.4,0.25,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 18:00:00,13.5,10,24.4,0.1,0.29,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 17:00:00,15.9,10.4,14.3,0,0.44,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 16:00:00,19,11.1,19,0.9,0.27,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 15:00:00,15.1,10.7,23.8,2.4,0.24,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 14:00:00,12.6,9.6,20.7,2.3,0.18,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 13:00:00,12.4,9.7,20.1,2,0.19,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 12:00:00,13.9,10.3,22.1,2.2,0.22,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 11:00:00,12.8,9.8,20,2.5,0.2,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 10:00:00,10.4,9.9,21.7,2.6,0.19,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 09:00:00,8.5,8,17.8,1.9,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 08:00:00,9.1,8.1,17.2,0.9,0.18,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 07:00:00,6.8,9.2,20.7,0.7,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 06:00:00,6.4,7.7,15.9,0.8,0.12,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 05:00:00,4,16,20.2,0.7,0.11,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 04:00:00,3.5,8.7,15.9,0.7,0.11,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 03:00:00,3.6,7.6,13,0.7,0.12,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 02:00:00,5,6.8,15.3,0.5,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 01:00:00,7.4,6.7,14.4,0.7,0.17,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-21 00:00:00,8.3,8.4,14.3,0.4,0.19,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 23:00:00,8.8,8.1,21.1,0.8,0.19,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 22:00:00,8.1,5,17.7,0.8,0.19,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 21:00:00,4.1,6,11.2,0.5,0.1,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 20:00:00,10.2,6.9,13.3,0.8,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 19:00:00,4.6,2.2,11,0.7,0.1,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 18:00:00,15.2,-0.4,9,0.8,0.28,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 17:00:00,23.8,3.7,8.3,1.6,0.52,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 16:00:00,24.3,6.3,7.2,1.3,0.52,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 15:00:00,23.6,6.4,7.1,1.4,0.45,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 14:00:00,22.5,9.7,9,2.5,0.48,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 13:00:00,20.8,7.4,9.6,2.3,0.45,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 12:00:00,19.2,5.6,8.3,2.7,0.43,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 11:00:00,21.1,9.7,10.5,3.1,0.44,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 10:00:00,24.7,9.3,14.3,2.7,0.54,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 09:00:00,27.6,9.1,11.3,2.6,0.6,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 08:00:00,21.8,8.6,8.2,1.6,0.46,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 07:00:00,15.4,8.5,10.3,1.2,0.33,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 06:00:00,10.3,9.3,11.8,0.8,0.2,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 05:00:00,10.9,8.2,16.8,1.1,0.24,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 04:00:00,9.4,8.1,13.6,0.7,0.17,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 03:00:00,9.4,9.8,17.9,0.8,0.19,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 02:00:00,14.7,12.2,11,0.9,0.42,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 01:00:00,21.2,13.1,16,0.8,0.53,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-20 00:00:00,23,11.9,13.2,0.9,0.59,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 23:00:00,26.4,10.6,10.9,0.8,0.67,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 22:00:00,22.2,8.6,9.1,0.7,0.51,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 21:00:00,20.2,6.1,15.9,0.7,0.54,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 20:00:00,15.9,10,12.3,1,0.37,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 19:00:00,21.5,11.1,22.5,0.9,0.48,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 18:00:00,28.7,8.1,18.3,1.8,1.05,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 17:00:00,18.4,8.1,20,2.4,0.36,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 16:00:00,8.7,8.6,11.3,1.9,0.23,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 15:00:00,5.5,9.6,18.4,1.1,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 14:00:00,4.8,10.7,16.3,0.8,0.14,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 13:00:00,6.6,12,19.8,1.8,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 12:00:00,5.3,10.5,15.9,1,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 11:00:00,6.3,9.7,16.1,1.3,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 10:00:00,9,10.3,14.4,1.5,0.2,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 09:00:00,8,9.7,17.4,0.8,0.2,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 08:00:00,12.5,9,22.3,0.8,0.22,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 07:00:00,6.5,8.6,11.8,0.3,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 06:00:00,4.5,7.8,17.9,0.3,0.14,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 05:00:00,5.2,8.7,18.8,0.1,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 04:00:00,3.9,7.1,18.2,0.2,0.19,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 03:00:00,3.6,4.3,12.4,0.1,0.11,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 02:00:00,14.8,6.3,12.6,0.3,0.26,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 01:00:00,8.1,7.9,12.3,0.2,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-19 00:00:00,7.4,6.9,18.9,0.7,0.14,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 23:00:00,6.4,6.2,13.5,0.6,0.12,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 22:00:00,8.1,6.8,14.7,0.4,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 21:00:00,8.5,10.1,18.6,0.4,0.16,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 20:00:00,9.5,9.1,23.9,0.3,0.17,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 19:00:00,9.7,8,24.3,0.6,0.15,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 18:00:00,11,12.5,24,0.5,0.22,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 17:00:00,11.5,13.4,26.1,0.9,0.3,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 16:00:00,11.5,9.2,20.1,1.6,0.21,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 15:00:00,10,7.4,17.2,1.6,0.17,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 14:00:00,10.1,8.2,18.1,2,0.14,NA,NA,NA,NA,NA,NA,NA
"NL49701",2020-02-18 13:00:00,9.7,5.5,15,2,0.13,NA,NA,NA,NA,NA,NA,NA
